"","model","target_end_date","target","season","abs_WIS","log_WIS"
"1303","SigSci-TSENS",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",20.2799391304348,1.30706664714276
"1304","SigSci-TSENS",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",14.6312156166815,1.165280410451
"1305","SigSci-TSENS",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",19.7482434782609,1.29552847304483
"1306","SigSci-TSENS",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",13.5861217391304,1.1330955017898
"1307","SigSci-TSENS",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",22.2545304347826,1.34741843520653
"1308","SigSci-TSENS",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",12.6837826086957,1.10324878991032
"1309","SigSci-TSENS",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",25.5584260869565,1.40753410602799
"1310","SigSci-TSENS",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",10.2244347826087,1.0096393090922
"1311","SigSci-TSENS",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",27.7080922803904,1.44260662536287
"1312","SigSci-TSENS",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",10.6242324755989,1.02629756520214
"1313","SigSci-TSENS",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",31.2086695652174,1.49427525495818
"1314","SigSci-TSENS",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",13.1527304347826,1.11901591934035
"1315","SigSci-TSENS",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",22.6833739130435,1.35570765175702
"1316","SigSci-TSENS",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",13.4555826086957,1.12890250687597
"1317","SigSci-TSENS",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",24.3545043478261,1.38657929542721
"1318","SigSci-TSENS",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",12.6954608695652,1.10364847121809
"1319","SigSci-TSENS",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",26.2747116237799,1.41953795815838
"1320","SigSci-TSENS",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",11.6706608695652,1.0670954493512
"1321","SigSci-TSENS",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",32.4240434782609,1.51086717309103
"1322","SigSci-TSENS",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",11.7425826086957,1.06976362411392
"1323","SigSci-TSENS",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",27.8949739130435,1.44552595960097
"1324","SigSci-TSENS",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",7.81821739130435,0.893107742142696
"1325","SigSci-TSENS",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",36.8415913043478,1.56633838047627
"1326","SigSci-TSENS",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",9.80866015971606,0.991609687809895
"1327","SigSci-TSENS",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",24.5700869565217,1.39040669350372
"1328","SigSci-TSENS",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",10.9321739130435,1.03870653199193
"1329","SigSci-TSENS",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",24.1753826086957,1.3833733561172
"1330","SigSci-TSENS",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",7.07582963620231,0.849777367913781
"1331","SigSci-TSENS",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",24.6014086956522,1.39095997585266
"1332","SigSci-TSENS",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",27.9085359361136,1.44573705427636
"1333","SigSci-TSENS",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",22.5500869565217,1.35314822092195
"1334","SigSci-TSENS",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",12.4722448979592,1.09594462982576
"1335","SigSci-TSENS",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",10.2565217391304,1.011000104868
"1336","SigSci-TSENS",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",34.3342608695652,1.53572770256103
"1337","SigSci-TSENS",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",33.2463886424135,1.52174447737291
"1338","SigSci-TSENS",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",34.959769299024,1.54356855804442
"1339","SigSci-TSENS",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",122.382973913043,2.08772100236882
"1340","SigSci-TSENS",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",41.0891659272405,1.6137273255677
"1341","SigSci-TSENS",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",161.198982608696,2.20736229647141
"1342","SigSci-TSENS",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",111.140072463768,2.04587067561118
"1343","SigSci-TSENS",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",277.811224489796,2.44374978868562
"1344","SigSci-TSENS",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",89.8624178154825,1.95357809943168
"1345","SigSci-TSENS",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",350.376104702751,2.54453448005997
"1346","SigSci-TSENS",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",112.97099219621,2.05296694307299
"1347","SigSci-TSENS",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",235.802493345164,2.37254839295721
"1348","SigSci-TSENS",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",69.9630797101449,1.84486891846935
"1349","SigSci-TSENS",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",162.304791666667,2.2103313415371
"1350","SigSci-TSENS",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",64.4404347826087,1.80915846196212
"1351","SigSci-TSENS",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",152.567539766702,2.18346214305683
"1352","SigSci-TSENS",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",48.6154257246377,1.68677409321556
"1353","SigSci-TSENS",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",319.330769230769,2.50424076715617
"1354","SigSci-TSENS",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",109.875060869565,2.04089912867622
"1355","SigSci-TSENS",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",210.949918478261,2.32417936188453
"1356","SigSci-TSENS",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",69.7112673450509,1.84330297824589
"1357","SigSci-TSENS",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",258.227710736469,2.41200284511162
"1358","SigSci-TSENS",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",19.3894169960474,1.28756475084219
"1359","SigSci-TSENS",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",225.727436594203,2.35358434967272
"1360","SigSci-TSENS",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",14.9677504725898,1.17515653442777
"1361","SigSci-TSENS",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",253.830913043478,2.40454451195356
"1362","SigSci-TSENS",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",10.4886347826087,1.0207189634114
"1363","SigSci-TSENS",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",100.27,2.0011710149414
"1364","SigSci-TSENS",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",9.70290434782609,0.98690175008462
"1365","SigSci-TSENS",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",37.8643972332016,1.57823104764213
"1366","SigSci-TSENS",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.96290434782609,0.952448761654209
"1367","SigSci-TSENS",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",26.0254442344045,1.41539815132009
"1368","SigSci-TSENS",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",6.62594782608696,0.82124801184601
"1369","SigSci-TSENS",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",16.3577217391304,1.21372281614314
"1370","SigSci-TSENS",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.90054782608696,0.838883570215857
"1371","SigSci-TSENS",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",15.0464260869565,1.17743335607375
"1372","SigSci-TSENS",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",5.94828695652174,0.774391911535836
"1373","SigSci-TSENS",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",14.4993217391304,1.16134768693549
"1374","SigSci-TSENS",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",6.43977391304348,0.808870620459001
"1375","SigSci-TSENS",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",12.7535739130435,1.10563190345372
"1376","SigSci-TSENS",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",6.21698260869565,0.793579652480256
"1377","SigSci-TSENS",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",13.3759739130435,1.12632541309791
"1378","SigSci-TSENS",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",5.8064347826087,0.763909552442624
"1379","SigSci-TSENS",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",12.5053130434783,1.0970945678261
"1380","SigSci-TSENS",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",6.48771304347826,0.812091632450018
"1381","SigSci-TSENS",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",12.3197652173913,1.09060243138661
"1382","SigSci-TSENS",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",6.19615652173913,0.792122379982748
"1383","SigSci-TSENS",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",12.3074347826087,1.09016754311404
"1384","SigSci-TSENS",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",11.6999130434783,1.06818263397882
"1385","SigSci-TSENS",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",11.7567913043478,1.07028880907345
"1386","SigSci-TSENS",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",11.1813739130435,1.04849517083065
"1387","UGA_flucast-OKeeffe",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",8.12967604433078,0.910073239940602
"1388","UGA_flucast-OKeeffe",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",27.0864876385337,1.43275269281095
"1389","UGA_flucast-OKeeffe",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",28.2807672634271,1.45149118778937
"1390","UGA_flucast-OKeeffe",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",36.7364705882353,1.56509742965943
"1391","UGA_flucast-OKeeffe",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",95.5055242966752,1.98002849307248
"1392","UGA_flucast-OKeeffe",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",56.3827195225916,1.75114601948115
"1393","UGA_flucast-OKeeffe",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",131.655200341006,2.11943801828294
"1394","UGA_flucast-OKeeffe",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",134.333094629156,2.12818301969937
"1395","UGA_flucast-OKeeffe",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",203.908883205456,2.30943614604825
"1396","UGA_flucast-OKeeffe",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",94.6757459505541,1.97623873561418
"1397","UGA_flucast-OKeeffe",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",317.365200341006,2.50155930386671
"1398","UGA_flucast-OKeeffe",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",64.8709548167093,1.81205029023139
"1399","UGA_flucast-OKeeffe",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",257.29683716965,2.41043444766308
"1400","UGA_flucast-OKeeffe",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",81.4070332480818,1.91066192784841
"1401","UGA_flucast-OKeeffe",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",158.913290707587,2.20116022093038
"1402","UGA_flucast-OKeeffe",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",52.4222250639386,1.71951545065259
"1403","UGA_flucast-OKeeffe",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",163.742463768116,2.21416132076007
"1404","UGA_flucast-OKeeffe",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",222.004688832055,2.34636214702894
"1405","UGA_flucast-OKeeffe",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",85.0528473998295,1.92968885750572
"1406","UGA_flucast-OKeeffe",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",211.125839727195,2.32454138993566
"1407","UGA_flucast-OKeeffe",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",104.93610400682,2.0209249359844
"1408","UGA_flucast-OKeeffe",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",145.793827791986,2.16373913843585
"1409","UGA_flucast-OKeeffe",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",15.9304688832055,1.20222855862549
"1410","UGA_flucast-OKeeffe",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",12.8531543052003,1.1090097213821
"1411","UGA_flucast-OKeeffe",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",307.819829497016,2.4882965932854
"1412","UGA_flucast-OKeeffe",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",11.0422591645354,1.04305793592192
"1413","UGA_flucast-OKeeffe",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",159.788729752771,2.20354614432221
"1414","UGA_flucast-OKeeffe",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",8.82376811594203,0.945654086547948
"1415","UGA_flucast-OKeeffe",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",27.7792924126172,1.44372117929902
"1416","UGA_flucast-OKeeffe",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",9.02230179028133,0.955317349880048
"1417","UGA_flucast-OKeeffe",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",25.0127109974425,1.39816076519803
"1418","UGA_flucast-OKeeffe",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",6.09205456095482,0.784763784259457
"1419","UGA_flucast-OKeeffe",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",17.653631713555,1.24683406218339
"1420","UGA_flucast-OKeeffe",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.06014492753623,0.782483010383554
"1421","UGA_flucast-OKeeffe",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",11.4910826939471,1.06036094999852
"1422","UGA_flucast-OKeeffe",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",5.32662404092072,0.726452044876522
"1423","UGA_flucast-OKeeffe",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",16.7529923273657,1.22409238959356
"1424","UGA_flucast-OKeeffe",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",7.61831202046036,0.881858755931799
"1425","UGA_flucast-OKeeffe",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",10.5608354646206,1.02369827646694
"1426","UGA_flucast-OKeeffe",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",8.99756180733163,0.954124838652637
"1427","UGA_flucast-OKeeffe",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",13.0690451832907,1.11624385944164
"1428","UGA_flucast-OKeeffe",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",8.09098039215686,0.908001148695926
"1429","UGA_flucast-OKeeffe",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",11.9250639386189,1.07646071627525
"1430","UGA_flucast-OKeeffe",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",8.4972378516624,0.929277775040019
"1431","UGA_flucast-OKeeffe",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",14.0281926683717,1.14700172201101
"1432","UGA_flucast-OKeeffe",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",8.62395566922421,0.935706515391274
"1433","UGA_flucast-OKeeffe",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",19.6297016197783,1.29291369818031
"1434","UGA_flucast-OKeeffe",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",17.5786018755328,1.24498433024359
"1435","UGA_flucast-OKeeffe",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",17.6583034953112,1.24694897681705
"1436","UGA_flucast-OKeeffe",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",17.5130264279625,1.24336120304461
"1437","UMass-trends_ensemble",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",5.07739130434783,0.705640634897676
"1438","UMass-trends_ensemble",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",6.31164715719064,0.800142712322995
"1439","UMass-trends_ensemble",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",7.07626254180602,0.849803937626948
"1440","UMass-trends_ensemble",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",9.70708193979933,0.987088695623143
"1441","UMass-trends_ensemble",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",14.327483277592,1.15616991024067
"1442","UMass-trends_ensemble",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",7.87454013377926,0.896225200786257
"1443","UMass-trends_ensemble",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",14.9630936454849,1.17502139394706
"1444","UMass-trends_ensemble",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",10.847483277592,1.03532898929628
"1445","UMass-trends_ensemble",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",18.2761454849498,1.26188460654385
"1446","UMass-trends_ensemble",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",10.6210117056856,1.02616588748645
"1447","UMass-trends_ensemble",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",21.2953428093645,1.32828463567612
"1448","UMass-trends_ensemble",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",10.2707775919732,1.01160332491365
"1449","UMass-trends_ensemble",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",23.1070150501672,1.36374384721134
"1450","UMass-trends_ensemble",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",10.6075836120401,1.02561646368678
"1451","UMass-trends_ensemble",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",23.4565384615385,1.37026392261446
"1452","UMass-trends_ensemble",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",11.0175836120401,1.04208635503944
"1453","UMass-trends_ensemble",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",19.1705769230769,1.28263518281748
"1454","UMass-trends_ensemble",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",10.5660200668896,1.02391143115985
"1455","UMass-trends_ensemble",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",20.0638879598662,1.30241509398377
"1456","UMass-trends_ensemble",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",10.741262541806,1.03105533189551
"1457","UMass-trends_ensemble",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",20.9592224080268,1.32137516618538
"1458","UMass-trends_ensemble",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",9.52105351170569,0.978685006053194
"1459","UMass-trends_ensemble",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",23.9719314381271,1.37970302690507
"1460","UMass-trends_ensemble",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",9.17862040133779,0.962777409184689
"1461","UMass-trends_ensemble",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",23.5625668896321,1.3722226004308
"1462","UMass-trends_ensemble",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",7.38911371237458,0.868592350044597
"1463","UMass-trends_ensemble",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",27.5035033444816,1.43938801696738
"1464","UMass-trends_ensemble",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",8.72743311036789,0.94088652893744
"1465","UMass-trends_ensemble",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",21.7414548494983,1.33728860193835
"1466","UMass-trends_ensemble",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",8.04875418060201,0.90572866367706
"1467","UMass-trends_ensemble",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",20.21377090301,1.30564733922553
"1468","UMass-trends_ensemble",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",5.37654682274248,0.730503432297005
"1469","UMass-trends_ensemble",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",17.5015886287625,1.24307747162296
"1470","UMass-trends_ensemble",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",19.7664882943144,1.2959295195985
"1471","UMass-trends_ensemble",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",16.0332859531773,1.20502253826722
"1472","UMass-trends_ensemble",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",9.9736872909699,0.998855747486193
"1473","UMass-trends_ensemble",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",7.84281772575251,0.894472121726939
"1474","UMass-trends_ensemble",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",25.1642725752508,1.40078438074466
"1475","UMass-trends_ensemble",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",23.0760618729097,1.36316169474386
"1476","UMass-trends_ensemble",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",28.1583695652174,1.44960750454221
"1477","UMass-trends_ensemble",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",97.6334197324415,1.98959850128395
"1478","UMass-trends_ensemble",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",43.8473076923077,1.64194293201743
"1479","UMass-trends_ensemble",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",131.117408026756,2.11766035536717
"1480","UMass-trends_ensemble",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",102.600217391304,2.01114828096823
"1481","UMass-trends_ensemble",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",222.722892976589,2.34776485907455
"1482","UMass-trends_ensemble",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",82.0931856187291,1.91430710875149
"1483","UMass-trends_ensemble",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",284.136429765886,2.45352691915771
"1484","UMass-trends_ensemble",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",81.4440050167224,1.91085912199042
"1485","UMass-trends_ensemble",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",200.927700668896,2.30303981439056
"1486","UMass-trends_ensemble",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",68.4447491638796,1.83534013623009
"1487","UMass-trends_ensemble",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",139.245401337793,2.143780861249
"1488","UMass-trends_ensemble",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",51.9579598662207,1.71565209012545
"1489","UMass-trends_ensemble",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",140.916806020067,2.14896279102652
"1490","UMass-trends_ensemble",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",36.9719565217391,1.56787243364348
"1491","UMass-trends_ensemble",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",236.645501672241,2.37409825350086
"1492","UMass-trends_ensemble",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",80.8447408026756,1.90765177297875
"1493","UMass-trends_ensemble",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",181.904013377926,2.2598422810792
"1494","UMass-trends_ensemble",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",69.5169899665552,1.84209095922288
"1495","UMass-trends_ensemble",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",198.300326086957,2.2973234283639
"1496","UMass-trends_ensemble",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",19.2561287625418,1.28456898133191
"1497","UMass-trends_ensemble",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",176.853879598662,2.24761459126307
"1498","UMass-trends_ensemble",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",12.4542892976589,1.09531894962351
"1499","UMass-trends_ensemble",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",202.208001672241,2.30579833727547
"1500","UMass-trends_ensemble",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",11.0424581939799,1.04306576372321
"1501","UMass-trends_ensemble",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",93.7931939799331,1.9721713253279
"1502","UMass-trends_ensemble",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",9.52921404682274,0.979057082253867
"1503","UMass-trends_ensemble",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",25.2683528428094,1.40257693267599
"1504","UMass-trends_ensemble",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",7.28716555183946,0.862558636058845
"1505","UMass-trends_ensemble",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",16.5279515050167,1.21821902990555
"1506","UMass-trends_ensemble",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",7.1272491638796,0.852921941707925
"1507","UMass-trends_ensemble",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",13.7101003344482,1.13704063309278
"1508","UMass-trends_ensemble",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",4.91015886287625,0.691095543478248
"1509","UMass-trends_ensemble",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",14.8792307692308,1.17258047950867
"1510","UMass-trends_ensemble",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",5.26253344481605,0.721194868910785
"1511","UMass-trends_ensemble",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",11.2326337792642,1.05048159968886
"1512","UMass-trends_ensemble",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",4.7332525083612,0.675159673718515
"1513","UMass-trends_ensemble",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",9.86255852842809,0.993989593504973
"1514","UMass-trends_ensemble",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",5.32502508361204,0.726321657866388
"1515","UMass-trends_ensemble",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",7.86015050167224,0.895430861741699
"1516","UMass-trends_ensemble",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",3.91579431438127,0.592819871467347
"1517","UMass-trends_ensemble",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",8.11357859531773,0.909212447479624
"1518","UMass-trends_ensemble",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",4.88873745819398,0.689196714801325
"1519","UMass-trends_ensemble",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",7.06073578595318,0.848849960418519
"1520","UMass-trends_ensemble",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",4.74894648829431,0.676597275926632
"1521","UMass-trends_ensemble",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",7.82173913043478,0.893303327327958
"1522","UMass-trends_ensemble",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",6.49759197324415,0.812752435643572
"1523","UMass-trends_ensemble",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",6.88596989966555,0.83796511996062
"1524","UMass-trends_ensemble",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",6.82650501672241,0.834198413720363
"1525","UNC_IDD-InfluPaint",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",58.483273657289,1.76703167468004
"1526","UNC_IDD-InfluPaint",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",134.897843137255,2.13000500585369
"1527","UNC_IDD-InfluPaint",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",230.926462063086,2.3634737019492
"1528","UNC_IDD-InfluPaint",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",252.18653026428,2.40172188640789
"1529","UNC_IDD-InfluPaint",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",88.0632907075874,1.94479490993846
"1530","UNC_IDD-InfluPaint",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",174.064612105712,2.24071048662928
"1531","UNC_IDD-InfluPaint",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",58.7704006820119,1.76915865163653
