"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95","season","modelorder"
"Flusight-ensemble","California",0.32,0.88,0.5,1,0.180555555555556,0.736111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Colorado",0.48,0.98,0.68,1,0.208333333333333,0.569444444444444,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Connecticut",0.51,0.87,0.74,1,0.277777777777778,0.666666666666667,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Delaware",0.52,0.98,0.75,1,0.486111111111111,0.819444444444444,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","District of Columbia",0.31,0.99,0.48,1,0.694444444444444,1,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Florida",0.32,0.88,0.45,1,0.236111111111111,0.625,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Georgia",0.16,0.75,0.24,1,0.611111111111111,0.958333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Hawaii",0.42,0.87,0.66,1,0.583333333333333,0.861111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Idaho",0.36,1.1,0.49,0,0.625,0.861111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Illinois",0.42,0.93,0.6,1,0.375,0.638888888888889,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Indiana",0.26,0.71,0.4,1,0.555555555555556,0.902777777777778,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Iowa",0.27,0.81,0.43,1,0.597222222222222,1,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Kansas",0.29,0.79,0.44,1,0.625,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Kentucky",0.35,0.82,0.55,1,0.291666666666667,0.791666666666667,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Louisiana",0.23,0.76,0.38,1,0.597222222222222,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Maine",0.53,0.9,0.77,1,0.333333333333333,0.680555555555556,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Maryland",0.29,0.93,0.44,1,0.402777777777778,0.875,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Massachusetts",0.47,0.88,0.67,1,0.277777777777778,0.652777777777778,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Michigan",0.34,0.87,0.52,1,0.277777777777778,0.763888888888889,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Minnesota",0.34,0.78,0.58,1,0.597222222222222,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Mississippi",0.18,0.79,0.28,1,0.638888888888889,1,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Missouri",0.19,0.7,0.29,1,0.597222222222222,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Montana",0.37,0.92,0.56,1,0.472222222222222,0.875,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Nebraska",0.34,0.75,0.53,1,0.486111111111111,0.916666666666667,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Nevada",0.41,0.85,0.59,1,0.277777777777778,0.625,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","New Hampshire",0.4,0.94,0.63,1,0.416666666666667,0.833333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","New Jersey",0.26,0.72,0.41,1,0.444444444444444,0.861111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","New Mexico",0.52,0.91,0.75,1,0.277777777777778,0.708333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","New York",0.32,0.76,0.47,1,0.361111111111111,0.722222222222222,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","North Carolina",0.27,0.69,0.43,1,0.430555555555556,0.944444444444444,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","North Dakota",0.34,0.77,0.59,1,0.847222222222222,1,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Ohio",0.27,0.76,0.46,1,0.458333333333333,0.944444444444444,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Oklahoma",0.22,0.66,0.33,1,0.597222222222222,0.958333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Oregon",0.46,1.09,0.7,0,0.305555555555556,0.833333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Pennsylvania",0.24,0.82,0.35,1,0.416666666666667,0.833333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Puerto Rico",0.37,0.75,0.55,1,0.444444444444444,0.833333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Rhode Island",0.41,0.9,0.6,1,0.583333333333333,0.819444444444444,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","South Carolina",0.18,0.87,0.27,1,0.597222222222222,1,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","South Dakota",0.34,0.81,0.52,1,0.75,0.958333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Tennessee",0.18,0.68,0.26,1,0.625,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Texas",0.17,0.55,0.27,1,0.569444444444444,0.944444444444444,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Utah",0.39,0.91,0.6,1,0.458333333333333,0.847222222222222,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Vermont",0.52,0.82,0.79,1,0.652777777777778,0.791666666666667,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Virginia",0.13,0.89,0.19,1,0.625,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Washington",0.27,0.92,0.42,1,0.25,0.805555555555556,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","West Virginia",0.34,0.78,0.52,1,0.444444444444444,0.875,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Wisconsin",0.28,0.76,0.46,1,0.472222222222222,0.958333333333333,"2021-2022","Flusight-ensemble 2021-2022"
"Flusight-ensemble","Wyoming",0.33,0.8,0.51,1,0.652777777777778,0.986111111111111,"2021-2022","Flusight-ensemble 2021-2022"
"GH-Flusight","Alabama",0.48,1.4,0.55,0,0.176470588235294,0.264705882352941,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Alaska",0.65,1.34,0.76,0,0.264705882352941,0.5,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Arizona",0.73,1.87,0.75,0,0,0,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Arkansas",0.64,1.78,0.68,0,0.0441176470588235,0.117647058823529,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","California",0.83,2.26,0.87,0,0,0,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Colorado",1.07,2.33,1.08,0,0.0147058823529412,0.0294117647058824,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Connecticut",1.3,2.29,1.39,0,0.0147058823529412,0.0588235294117647,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Delaware",0.74,1.4,0.82,0,0.0882352941176471,0.220588235294118,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","District of Columbia",1.08,3.56,1.2,0,0.0588235294117647,0.191176470588235,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Florida",0.69,1.84,0.71,0,0.0147058823529412,0.0147058823529412,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Georgia",0.28,1.31,0.31,0,0.0441176470588235,0.0882352941176471,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Hawaii",1,2.02,1.07,0,0.147058823529412,0.264705882352941,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Idaho",0.82,2.82,0.87,0,0.0147058823529412,0.0147058823529412,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Illinois",1,2.37,1.03,0,0.0147058823529412,0.0588235294117647,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Indiana",0.85,2.37,0.87,0,0.0294117647058824,0.0735294117647059,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Iowa",0.53,1.6,0.59,0,0.0735294117647059,0.176470588235294,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Kansas",0.87,2.33,0.92,0,0.0441176470588235,0.161764705882353,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Kentucky",0.93,2.21,0.95,0,0,0.0147058823529412,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Louisiana",0.6,1.93,0.63,0,0.0588235294117647,0.0882352941176471,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Maine",1.48,2.48,1.59,0,0.0147058823529412,0.0147058823529412,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Maryland",0.66,2.1,0.71,0,0,0.0441176470588235,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Massachusetts",0.94,1.76,0.96,0,0,0.0441176470588235,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Michigan",0.94,2.34,0.95,0,0,0.0147058823529412,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Minnesota",0.75,1.71,0.81,0,0.0441176470588235,0.147058823529412,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Mississippi",0.28,1.22,0.31,0,0.0588235294117647,0.235294117647059,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Missouri",0.63,2.29,0.65,0,0.0294117647058824,0.102941176470588,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Montana",0.59,1.43,0.62,0,0.0588235294117647,0.176470588235294,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Nebraska",0.7,1.54,0.76,0,0.0441176470588235,0.176470588235294,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Nevada",0.96,1.99,1.03,0,0.0147058823529412,0.0294117647058824,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","New Hampshire",0.92,2.21,0.99,0,0.0441176470588235,0.102941176470588,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","New Jersey",0.48,1.29,0.51,0,0.0882352941176471,0.117647058823529,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","New Mexico",1.27,2.33,1.34,0,0.0147058823529412,0.0294117647058824,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","New York",0.8,1.89,0.83,0,0,0.0441176470588235,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","North Carolina",0.36,0.89,0.41,1,0.0588235294117647,0.25,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","North Dakota",0.57,1.29,0.72,0,0.323529411764706,0.588235294117647,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Ohio",0.82,2.3,0.86,0,0.0294117647058824,0.0882352941176471,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Oklahoma",0.69,2.01,0.71,0,0.0147058823529412,0.0294117647058824,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Oregon",1.04,2.61,1.09,0,0.0441176470588235,0.0588235294117647,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Pennsylvania",0.54,1.9,0.56,0,0.0294117647058824,0.0294117647058824,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Puerto Rico",0.56,1.19,0.61,0,0.0882352941176471,0.176470588235294,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Rhode Island",0.93,2.02,1.02,0,0.0882352941176471,0.161764705882353,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","South Carolina",0.34,1.65,0.38,0,0.117647058823529,0.191176470588235,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","South Dakota",0.5,1.23,0.61,0,0.264705882352941,0.455882352941176,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Tennessee",0.25,0.94,0.28,1,0.117647058823529,0.220588235294118,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Texas",0.49,1.57,0.51,0,0.0441176470588235,0.0882352941176471,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Utah",0.82,1.87,0.86,0,0.0441176470588235,0.117647058823529,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Vermont",1,1.6,1.05,0,0.220588235294118,0.294117647058824,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Virginia",0.26,1.72,0.29,0,0.0882352941176471,0.161764705882353,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Washington",0.58,2.05,0.61,0,0.0294117647058824,0.0441176470588235,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","West Virginia",0.73,1.65,0.77,0,0.0294117647058824,0.0588235294117647,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Wisconsin",0.63,1.63,0.65,0,0,0.0588235294117647,"2021-2022","GH-Flusight 2021-2022"
"GH-Flusight","Wyoming",0.69,1.64,0.86,0,0.117647058823529,0.308823529411765,"2021-2022","GH-Flusight 2021-2022"
"GT-FluFNP","Alabama",0.19,0.55,0.28,1,0.541666666666667,0.902777777777778,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Alaska",0.44,0.91,0.63,1,0.666666666666667,0.902777777777778,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Arizona",0.38,1.02,0.56,1,0.138888888888889,0.555555555555556,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Arkansas",0.32,0.91,0.46,1,0.347222222222222,0.736111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","California",0.4,1.09,0.54,0,0.125,0.430555555555556,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Colorado",0.67,1.38,0.87,0,0.180555555555556,0.402777777777778,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Connecticut",0.57,0.98,0.76,1,0.25,0.388888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Delaware",0.56,1.07,0.78,0,0.430555555555556,0.708333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","District of Columbia",0.36,1.16,0.57,0,0.472222222222222,0.694444444444444,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Florida",0.41,1.14,0.52,0,0.138888888888889,0.416666666666667,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Georgia",0.15,0.7,0.23,1,0.472222222222222,0.902777777777778,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Idaho",0.43,1.31,0.54,0,0.472222222222222,0.666666666666667,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Illinois",0.55,1.22,0.71,0,0.208333333333333,0.458333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Indiana",0.32,0.88,0.42,1,0.430555555555556,0.736111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Iowa",0.33,0.98,0.52,0,0.555555555555556,0.875,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Kansas",0.39,1.07,0.6,0,0.375,0.833333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Kentucky",0.41,0.95,0.57,1,0.222222222222222,0.611111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Louisiana",0.3,0.96,0.45,1,0.486111111111111,0.791666666666667,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Maine",0.53,0.9,0.69,1,0.319444444444444,0.5,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Maryland",0.34,1.09,0.47,0,0.291666666666667,0.583333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Massachusetts",0.53,0.99,0.72,1,0.236111111111111,0.513888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Michigan",0.47,1.18,0.65,0,0.222222222222222,0.430555555555556,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Minnesota",0.42,0.97,0.71,1,0.569444444444444,0.986111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Mississippi",0.15,0.68,0.23,1,0.638888888888889,0.972222222222222,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Missouri",0.22,0.83,0.31,1,0.555555555555556,0.944444444444444,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Montana",0.44,1.07,0.61,0,0.361111111111111,0.708333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Nebraska",0.46,1.04,0.65,0,0.458333333333333,0.805555555555556,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Nevada",0.47,0.96,0.62,1,0.166666666666667,0.388888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","New Hampshire",0.44,1.04,0.64,0,0.319444444444444,0.625,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","New Jersey",0.34,0.92,0.46,1,0.347222222222222,0.708333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","New Mexico",0.56,1,0.75,1,0.194444444444444,0.388888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","New York",0.42,0.97,0.53,1,0.263888888888889,0.5,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","North Carolina",0.26,0.66,0.38,1,0.625,0.958333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","North Dakota",0.38,0.87,0.64,1,0.888888888888889,1,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Ohio",0.34,0.95,0.53,1,0.375,0.736111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Oklahoma",0.35,1.03,0.43,0,0.430555555555556,0.708333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Oregon",0.53,1.26,0.71,0,0.194444444444444,0.416666666666667,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Pennsylvania",0.3,1.02,0.39,0,0.347222222222222,0.666666666666667,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Rhode Island",0.4,0.87,0.57,1,0.458333333333333,0.680555555555556,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","South Carolina",0.17,0.82,0.27,1,0.430555555555556,0.916666666666667,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","South Dakota",0.39,0.94,0.59,1,0.611111111111111,0.888888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Tennessee",0.21,0.78,0.31,1,0.513888888888889,0.888888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Texas",0.35,1.11,0.46,0,0.388888888888889,0.652777777777778,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Utah",0.46,1.08,0.68,0,0.277777777777778,0.597222222222222,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Vermont",0.56,0.88,0.79,1,0.5,0.708333333333333,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Virginia",0.15,1.02,0.23,0,0.458333333333333,0.861111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Washington",0.45,1.55,0.56,0,0.138888888888889,0.347222222222222,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","West Virginia",0.34,0.77,0.49,1,0.222222222222222,0.736111111111111,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Wisconsin",0.3,0.8,0.46,1,0.458333333333333,0.888888888888889,"2021-2022","GT-FluFNP 2021-2022"
"GT-FluFNP","Wyoming",0.33,0.8,0.5,1,0.527777777777778,0.916666666666667,"2021-2022","GT-FluFNP 2021-2022"
"IEM_Health-FluProject","Alabama",0.22,0.64,0.29,1,0.833333333333333,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Alaska",0.48,0.99,0.74,1,0.652777777777778,0.930555555555556,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Arizona",0.48,1.25,0.68,0,0.208333333333333,0.694444444444444,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Arkansas",0.41,1.13,0.62,0,0.361111111111111,0.902777777777778,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","California",0.41,1.13,0.6,0,0.152777777777778,0.541666666666667,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Colorado",0.51,1.05,0.71,0,0.375,0.694444444444444,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Connecticut",0.63,1.09,0.93,0,0.291666666666667,0.680555555555556,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Delaware",0.56,1.06,0.87,0,0.541666666666667,0.916666666666667,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","District of Columbia",0.33,1.03,0.54,0,0.569444444444444,0.930555555555556,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Florida",0.39,1.08,0.52,0,0.236111111111111,0.486111111111111,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Georgia",0.22,1.03,0.33,0,0.444444444444444,0.888888888888889,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Hawaii",0.45,0.92,0.67,1,0.388888888888889,0.875,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Idaho",0.48,1.47,0.69,0,0.472222222222222,0.722222222222222,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Illinois",0.57,1.27,0.77,0,0.319444444444444,0.611111111111111,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Indiana",0.39,1.06,0.49,0,0.527777777777778,0.875,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Iowa",0.31,0.92,0.42,1,0.777777777777778,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Kansas",0.36,0.98,0.53,1,0.708333333333333,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Kentucky",0.41,0.97,0.6,1,0.305555555555556,0.75,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Louisiana",0.32,1.02,0.43,0,0.763888888888889,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Maine",0.56,0.94,0.76,1,0.472222222222222,0.569444444444444,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Maryland",0.37,1.17,0.57,0,0.25,0.875,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Massachusetts",0.48,0.91,0.66,1,0.388888888888889,0.722222222222222,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Michigan",0.46,1.17,0.68,0,0.333333333333333,0.763888888888889,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Minnesota",0.4,0.92,0.57,1,0.861111111111111,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Mississippi",0.21,0.94,0.29,1,0.75,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Missouri",0.32,1.18,0.44,0,0.444444444444444,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Montana",0.4,0.99,0.63,1,0.527777777777778,0.958333333333333,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Nebraska",0.45,0.99,0.73,0,0.611111111111111,0.930555555555556,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Nevada",0.5,1.04,0.74,0,0.208333333333333,0.569444444444444,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","New Hampshire",0.38,0.92,0.55,1,0.486111111111111,0.888888888888889,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","New Jersey",0.34,0.91,0.48,1,0.458333333333333,0.902777777777778,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","New Mexico",0.6,1.07,0.87,0,0.25,0.611111111111111,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","New York",0.42,0.98,0.61,1,0.319444444444444,0.75,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","North Carolina",0.45,1.13,0.51,0,0.708333333333333,1,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","North Dakota",0.35,0.81,0.49,1,0.944444444444444,0.986111111111111,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Ohio",0.41,1.14,0.68,0,0.527777777777778,0.986111111111111,"2021-2022","IEM_Health-FluProject 2021-2022"
"IEM_Health-FluProject","Oklahoma",0.43,1.25,0.56,0,0.541666666666667,0.958333333333333,"2021-2022","IEM_Health-FluProject 2021-2022"
